id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout
05-043-0012,Горки,village,53.037023,28.048691,5,,24,4,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,23,,4,770.326,610.252,0.7922
05-043-0013,Языль,village,52.979584,27.971436,5,,34,14,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,33,,14,770.326,610.252,0.7922
05-043-0014,Рубежи,village,52.923728,28.237777,5,,11,4,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,4,770.326,610.252,0.7922
05-043-0015,Синегово,village,52.909051,28.157441,5,,25,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,,14,770.326,610.252,0.7922
05-043-0016,Положевичи,village,52.929526,28.428732,5,,25,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,25,,9,770.326,610.252,0.7922
05-043-0017,Глядовичи,village,52.887914,28.387086,5,,3,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,3,770.326,610.252,0.7922
05-043-0018,Прусы,village,52.843135,28.379603,5,,11,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,9,,4,770.326,610.252,0.7922
05-043-0019,Новые Дороги,village,53.056983,28.410029,5,,13,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,12,,3,770.326,610.252,0.7922
05-043-0020,Пастовичи,village,53.052978,28.477116,5,,19,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,6,770.326,610.252,0.7922
05-043-0021,Стародорожский сельский Совет,village,53.084847,28.367584,5,,10,2,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,8,,2,770.326,610.252,0.7922
05-043-0022,Staryya Darohi,village,53.044246,28.321689,5,,38,9,,,1,,0,0,,0,0,,0,2,,0,0,,0,0,,0,0,,0,35,,9,770.326,610.252,0.7922
05-043-0023,Шапчицы,village,53.079724,28.234292,5,,15,7,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,7,770.326,610.252,0.7922
05-043-0024,Стародорожский сельский Совет,village,53.035182,28.244218,5,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,770.326,610.252,0.7922
05-044-0001,Stowbtsy,town_below100,53.47878,26.734671,5,,270,140,,,4,,0,0,,0,0,,0,4,,4,0,,0,0,,0,4,,1,258,,135,1278.41,1052.52,0.8233
05-044-0002,Stowbtsy,town_below100,53.478094,26.741741,5,,210,119,1816,1848,4,99,0,1,16,0,1,,0,1,21,0,1,,0,1,17,0,2,1252,0,199,411,119,1848,1521.46,0.8233
05-044-0003,Stowbtsy,town_below100,53.466174,26.786612,5,,64,33,,,0,,0,1,,0,0,,0,1,,0,0,,0,0,,0,0,,0,62,,33,1278.41,1052.52,0.8233
05-044-0004,Stowbtsy,town_below100,53.489057,26.747679,5,,277,151,1221,1570,5,66,1,1,29,1,0,16,0,3,27,1,0,,0,0,9,0,3,343,0,265,731,148,1570,1221,0.777707
05-044-0005,Stowbtsy,town_below100,53.490016,26.742729,5,,356,189,2037,2138,10,126,1,1,30,1,1,14,0,3,52,1,2,,0,0,18,0,3,908,1,336,889,185,2138,2037,0.95276
05-044-0006,Stowbtsy,town_below100,53.488671,26.736513,5,,326,182,2147,2214,3,259,2,0,19,0,0,15,0,1,19,1,0,,0,1,9,1,1,1578,0,320,248,178,2214,1822.79,0.8233
05-044-0007,Stowbtsy,town_below100,53.494848,26.7505,5,,275,127,1594,1756,5,116,0,2,37,1,0,11,0,2,27,0,1,,0,0,12,0,6,829,1,259,562,125,1756,1594,0.907745
05-044-0008,Stowbtsy,town_below100,53.49068,26.758818,5,,135,74,,,1,,1,3,,1,0,,0,2,,0,1,,0,0,,0,1,,0,127,,72,1278.41,1052.52,0.8233
05-044-0009,Stowbtsy,town_below100,53.487594,26.748092,5,,8,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,6,1278.41,1052.52,0.8233
05-044-0010,Новоколосово,village,53.518936,26.929687,5,,87,38,1004,1209,2,85,1,0,8,0,0,13,0,0,23,0,0,,0,0,11,0,0,512,0,85,352,37,1209,1004,0.830438
05-044-0011,Колосово,village,53.529487,26.924009,5,,16,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,9,770.326,610.252,0.7922
05-044-0012,Миколаевщина,village,53.403561,26.83248,5,,37,10,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,34,,10,770.326,610.252,0.7922
05-044-0013,Миколаевщина,village,53.40617,26.836298,5,,2,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,770.326,610.252,0.7922
05-044-0014,Миколаевщинский сельский Совет,village,53.346849,26.794912,5,,29,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,28,,13,770.326,610.252,0.7922
05-044-0015,Вишневец,village,53.351547,26.687609,5,,53,23,,,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,50,,23,770.326,610.252,0.7922
05-044-0016,Новый Свержень,village,53.456964,26.727727,5,,131,61,,,2,,0,0,,0,0,,0,1,,0,1,,0,0,,0,2,,0,125,,61,770.326,610.252,0.7922
05-044-0017,Старый Свержень,village,53.457291,26.678437,5,,76,35,,,1,,0,3,,1,2,,0,1,,1,0,,0,0,,0,1,,0,68,,33,770.326,610.252,0.7922
05-044-0018,Залужье,village,53.444689,26.600813,5,,38,20,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,36,,20,770.326,610.252,0.7922
05-044-0019,Новая Вёска,village,53.361097,26.532919,5,,31,18,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,30,,18,770.326,610.252,0.7922
05-044-0020,Горки,village,53.394455,26.632668,5,,18,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,17,,6,770.326,610.252,0.7922
05-044-0021,Слобода,village,53.512278,26.777613,5,,26,13,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,25,,13,770.326,610.252,0.7922
05-044-0022,Яблоновка,village,53.520874,26.829363,5,,38,18,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,37,,18,770.326,610.252,0.7922
05-044-0023,Стецки,village,53.517324,26.720199,5,,80,39,,,4,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,75,,39,770.326,610.252,0.7922
05-044-0024,Stowbtsy,town_below100,53.48379,26.776227,5,,28,17,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,1,,0,26,,16,1278.41,1052.52,0.8233
05-044-0025,Засулье,village,53.580689,26.832767,5,,60,29,661,794,3,47,1,0,7,0,0,,0,0,15,0,0,,0,0,19,0,1,343,0,56,230,28,794,661,0.832494
05-044-0026,Новые Рубежевичи,village,53.694887,26.855836,5,,69,32,,,2,,0,0,,0,0,,0,1,,0,0,,0,2,,1,2,,0,62,,31,770.326,610.252,0.7922
05-044-0027,Нёман,village,53.619989,26.662869,5,,49,15,,,1,,0,0,,0,1,,0,1,,0,0,,0,0,,0,0,,0,46,,15,770.326,610.252,0.7922
05-044-0028,Аталезь,village,53.570102,26.60288,5,,17,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,6,770.326,610.252,0.7922
05-044-0029,Опечки,village,53.539992,26.673937,5,,21,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,7,770.326,610.252,0.7922
05-044-0030,Русаки,village,53.759389,26.66533,5,,7,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,7,,1,770.326,610.252,0.7922
05-044-0031,Нивное,village,53.715269,26.509302,5,,31,12,,,2,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,28,,12,770.326,610.252,0.7922
05-044-0032,Деревная,village,53.702069,26.569653,5,,38,13,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,36,,13,770.326,610.252,0.7922
05-044-0033,Огородники,village,53.704621,26.556922,5,,32,17,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,31,,17,770.326,610.252,0.7922
05-044-0034,Naliboki,village,53.762918,26.470764,5,,40,17,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,40,,17,770.326,610.252,0.7922
05-044-0035,Литва,village,53.777718,26.806689,5,,9,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,8,770.326,610.252,0.7922
05-044-0036,Рочевичи,village,53.821783,26.835265,5,,11,4,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,4,770.326,610.252,0.7922
05-044-0037,Тесновая 1,village,53.820306,26.668115,5,,21,11,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,20,,11,770.326,610.252,0.7922
05-045-0001,Uzda,town_below100,53.457248,27.214668,5,,84,29,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,3,,0,79,,29,1278.41,1052.52,0.8233
05-045-0002,Uzda,town_below100,53.457398,27.219699,5,,170,99,,,4,,1,0,,0,0,,0,3,,1,0,,0,0,,0,1,,0,162,,97,1278.41,1052.52,0.8233
05-045-0003,Uzda,town_below100,53.459629,27.219869,5,,114,69,,,3,,1,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,109,,68,1278.41,1052.52,0.8233
05-045-0004,Uzda,town_below100,53.466844,27.21068,5,,337,172,,,4,,2,0,,0,1,,1,3,,3,0,,0,1,,0,6,,1,322,,165,1278.41,1052.52,0.8233
05-045-0005,Uzda,town_below100,53.468029,27.21757,5,,266,127,,,4,,2,2,,1,1,,0,2,,1,0,,0,1,,0,4,,0,252,,123,1278.41,1052.52,0.8233
05-045-0006,Uzda,town_below100,53.470778,27.208003,5,,4,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,3,1278.41,1052.52,0.8233
05-045-0007,Uzda,town_below100,53.458272,27.216465,5,,56,20,,,2,,0,0,,0,1,,0,1,,1,0,,0,0,,0,1,,0,51,,19,1278.41,1052.52,0.8233
05-045-0008,Присынок,village,53.416432,27.202945,5,,15,4,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,14,,4,770.326,610.252,0.7922
05-045-0009,Зеньковичи,village,53.492555,27.246837,5,,44,12,,,1,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,42,,12,770.326,610.252,0.7922
05-045-0010,Воротищи,village,53.353681,27.206484,5,,32,15,561,584,0,16,0,0,3,0,0,,0,0,3,0,0,,0,0,7,0,0,470,0,32,62,15,584,462.645,0.7922
05-045-0011,Слобода,village,53.387684,27.331216,5,,42,20,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,39,,19,770.326,610.252,0.7922
05-045-0012,Яченка,village,53.570584,27.563924,5,,31,11,296,308,1,25,0,0,6,0,0,,0,0,8,0,0,,0,0,5,0,1,124,0,29,128,11,308,296,0.961039
05-045-0013,Озеро,village,53.633024,27.459175,5,,185,117,,,1,,1,0,,0,0,,0,1,,1,0,,0,0,,0,1,,0,182,,115,770.326,610.252,0.7922
05-045-0014,Дещенка,village,53.578101,27.464112,5,,149,84,1051,1090,3,34,0,1,11,0,0,13,0,3,10,2,0,,0,0,13,0,1,574,0,141,396,82,1090,863.498,0.7922
05-045-0015,Королёво,village,53.600362,27.452874,5,,88,39,,,2,,1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,85,,38,770.326,610.252,0.7922
05-045-0016,Литвяны,village,53.511986,27.143279,5,,29,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,28,,14,770.326,610.252,0.7922
05-045-0017,Семёновичи,village,53.446652,27.137404,5,,35,17,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,31,,17,770.326,610.252,0.7922
05-045-0018,Кухтичи,village,53.462084,27.137575,5,,33,14,625,692,0,20,0,0,6,0,0,16,0,0,9,0,0,,0,1,14,0,0,392,0,32,168,14,692,625,0.903179
05-045-0019,Могильно,village,53.410362,26.991446,5,,51,19,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,,19,770.326,610.252,0.7922
05-045-0020,Хотляны,village,53.401988,27.571683,5,,80,32,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,78,,32,770.326,610.252,0.7922
05-045-0021,Хотляны,village,53.404581,27.557618,5,,24,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,24,,6,770.326,610.252,0.7922
05-046-0001,Chervyen,town_below100,53.718242,28.405089,5,,137,72,,,1,,0,1,,0,0,,0,1,,0,0,,0,0,,0,1,,0,133,,72,1278.41,1052.52,0.8233
05-046-0002,Chervyen,town_below100,53.712232,28.421743,5,,152,80,,,6,,1,1,,0,0,,0,0,,0,0,,0,1,,0,0,,0,144,,79,1278.41,1052.52,0.8233
05-046-0003,Chervyen,town_below100,53.704797,28.43856,5,,150,67,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,147,,66,1278.41,1052.52,0.8233
05-046-0004,Chervyen,town_below100,53.702467,28.419111,5,,294,129,,,6,,0,2,,0,0,,0,2,,0,0,,0,1,,0,4,,0,279,,129,1278.41,1052.52,0.8233
05-046-0005,Chervyen,town_below100,53.700261,28.41842,5,,101,57,,,3,,0,0,,0,0,,0,0,,0,0,,0,1,,0,5,,1,92,,56,1278.41,1052.52,0.8233
05-046-0006,Натальевск,village,53.72657,28.427331,5,,55,26,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,1,,0,53,,26,770.326,610.252,0.7922
05-046-0007,Любишино,village,53.749737,28.492962,5,,43,17,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,41,,17,770.326,610.252,0.7922
05-046-0008,Ведрица,village,53.768065,28.673604,5,,21,10,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,10,770.326,610.252,0.7922
05-046-0009,Liady,village,53.615545,28.690825,5,,16,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,,8,770.326,610.252,0.7922
05-046-0010,Лучье,village,53.643466,28.627835,5,,15,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,14,,6,770.326,610.252,0.7922
05-046-0011,Рованичи,village,53.882465,28.599259,5,,30,5,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,27,,5,770.326,610.252,0.7922
05-046-0012,Красный Дар,village,53.846805,28.667001,5,,5,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,1,770.326,610.252,0.7922
05-046-0013,Гребёнка,village,53.886079,28.373441,5,,28,22,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,28,,22,770.326,610.252,0.7922
05-046-0014,Чернова,village,53.867039,28.341039,5,,19,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,11,770.326,610.252,0.7922
05-046-0015,Новые Зеленки,village,53.833438,28.339,5,,26,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,25,,5,770.326,610.252,0.7922
05-046-0016,Войнилово,village,53.761061,28.349842,5,,11,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,4,770.326,610.252,0.7922
05-046-0017,Островы,village,53.732914,28.389925,5,,37,17,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,34,,16,770.326,610.252,0.7922
05-046-0018,Гребенец,village,53.615962,28.49201,5,,9,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,4,770.326,610.252,0.7922
05-046-0019,Smilovichi,village,53.75443,28.011554,5,,321,184,1743,2160,2,105,0,0,23,0,1,,1,1,30,0,0,,0,0,21,0,3,1391,2,314,173,181,2160,1711.15,0.7922
05-046-0020,Smilovichi,village,53.751835,28.014968,5,,272,128,,,5,,0,1,,0,0,,0,0,,0,0,,0,0,,0,3,,0,263,,128,770.326,610.252,0.7922
05-046-0021,Турец,village,53.723347,28.012947,5,,40,16,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,38,,16,770.326,610.252,0.7922
05-046-0022,Zapollie,village,53.76467,27.993867,5,,215,125,1458,1806,6,70,3,0,18,0,0,5,0,0,29,0,1,,0,1,17,0,6,671,0,201,648,122,1806,1458,0.807309
05-046-0023,Валевачи,village,53.757574,28.153506,5,,60,22,,,1,,0,1,,1,0,,0,0,,0,0,,0,1,,0,3,,0,54,,21,770.326,610.252,0.7922
05-046-0024,Гребёнка,village,53.835106,28.236735,5,,17,7,,,1,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,7,770.326,610.252,0.7922
05-046-0025,Черноградь,village,53.787603,28.234427,5,,15,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,6,770.326,610.252,0.7922
05-046-0026,Турец,village,53.662124,28.090247,5,,31,10,,,1,,1,0,,0,0,,0,1,,0,0,,0,0,,0,1,,0,28,,9,770.326,610.252,0.7922
05-046-0027,Клинок,village,53.673359,28.187759,5,,29,9,,,1,,1,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,27,,7,770.326,610.252,0.7922
05-046-0028,Валевачи,village,53.720268,28.141713,5,,36,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,35,,11,770.326,610.252,0.7922
05-046-0029,Chervyen,town_below100,53.704178,28.412949,5,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1278.41,1052.52,0.8233
05-141-0001,Borovlyany,minsk_suburb,53.987981,27.6728,5,,747,423,1520,2225,18,87,5,4,12,2,2,29,1,3,20,1,0,,0,0,10,0,7,649,0,713,713,414,2225,1557.28,0.6999
05-141-0002,Borovlyany,minsk_suburb,53.995895,27.677354,5,,32,15,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,31,,15,1329.27,930.354,0.6999
05-141-0003,Borovlyany,minsk_suburb,53.997901,27.681891,5,,510,299,1538,2389,13,121,5,6,33,3,0,12,0,2,28,0,1,,0,0,17,0,4,291,0,484,1048,291,2389,1538,0.643784
05-141-0004,Borovlyany,minsk_suburb,53.985943,27.675684,5,,462,272,1460,1818,6,120,1,3,23,1,0,8,0,7,28,1,0,,0,0,14,0,3,580,0,443,687,269,1818,1272.42,0.6999
05-141-0005,Borovlyany,minsk_suburb,53.990353,27.675055,5,,506,335,1484,2369,11,93,4,1,21,0,0,,0,4,32,1,1,,0,1,13,0,1,323,0,487,1002,330,2369,1484,0.626425
05-141-0006,Borovlyany,minsk_suburb,53.982676,27.657205,5,,833,565,1847,2486,11,85,3,1,12,1,0,,0,5,22,2,1,,0,1,17,1,5,707,1,809,1004,557,2486,1739.95,0.6999
05-141-0007,Korolev Stan,minsk_suburb,53.988876,27.791045,5,,206,124,1132,1325,4,20,2,0,8,0,0,9,0,2,27,0,0,,0,2,14,1,0,698,0,198,356,121,1325,927.367,0.6999
05-141-0008,Лесковка,minsk_suburb,53.998976,27.719944,5,,549,327,1437,2144,11,69,7,0,9,0,0,16,0,5,31,1,2,,1,2,11,1,6,613,0,523,688,317,2144,1437,0.670243
05-141-0009,Лесковка,minsk_suburb,53.998976,27.719944,5,,522,351,1428,1974,17,106,9,0,4,0,1,10,1,3,22,0,1,,0,0,14,0,3,567,0,497,705,341,1974,1381.6,0.6999
05-141-0010,Лесковка,minsk_suburb,53.998976,27.719944,5,,4,3,,,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,0,,0,3,,2,1329.27,930.354,0.6999
05-141-0011,Боровлянский сельский Совет,minsk_suburb,54.009057,27.679385,5,,616,422,1263,1821,15,96,2,0,10,0,2,5,1,4,17,2,3,,0,0,10,0,3,178,1,589,947,416,1821,1263,0.693575
05-141-0012,Lyasny,minsk_suburb,54.00937,27.683066,5,,585,432,1279,1821,12,80,7,2,15,1,0,14,0,1,13,1,1,,1,1,14,1,2,183,0,566,960,421,1821,1274.52,0.6999
05-141-0013,Lyasny,minsk_suburb,54.008119,27.683392,5,,731,527,1569,2980,12,76,3,0,20,0,1,30,1,7,22,3,1,,0,3,8,0,2,419,0,705,1024,520,2980,2085.7,0.6999
05-141-0014,Лесковка,minsk_suburb,54.005194,27.707026,5,,429,291,1239,1818,7,68,4,1,16,0,0,12,0,3,23,2,0,,0,2,13,2,0,270,0,416,837,283,1818,1239,0.681518
05-141-0015,Лесковка,minsk_suburb,54.005215,27.712326,5,,281,168,1173,1680,5,85,1,1,7,1,0,,0,0,14,0,0,,0,0,20,0,1,395,0,274,652,166,1680,1173,0.698214
05-141-0016,Лесковка,minsk_suburb,54.005321,27.705094,5,,286,181,1060,1795,4,83,2,0,18,0,2,,0,2,22,1,1,,1,0,10,0,3,291,0,274,636,177,1795,1256.32,0.6999
05-141-0017,Боровлянский сельский Совет,minsk_suburb,54.004982,27.683553,5,,465,319,1231,1830,9,82,2,1,18,0,1,4,1,2,18,0,0,,0,1,14,0,2,235,0,449,860,316,1830,1231,0.672678
05-141-0018,Боровлянский сельский Совет,minsk_suburb,54.004143,27.683612,5,,363,245,1125,1550,6,68,3,2,16,2,0,,0,3,10,1,0,,0,1,15,1,1,356,1,350,660,237,1550,1125,0.725806
05-141-0019,Lyasny,minsk_suburb,54.000035,27.686318,5,,488,317,1409,2125,8,100,2,2,21,1,0,22,0,3,21,1,0,,0,0,18,0,3,242,0,472,985,313,2125,1409,0.663059
05-141-0020,Lyasny,minsk_suburb,54.000035,27.686318,5,,5,3,1775,1883,0,190,0,0,25,0,0,,0,0,21,0,0,,0,0,16,0,0,982,0,5,541,3,1883,1317.91,0.6999
05-141-0021,Lyasny,minsk_suburb,53.997737,27.684905,5,,22,18,1737,2375,1,107,1,0,22,0,0,14,0,0,27,0,0,,0,0,14,0,0,279,0,21,1274,17,2375,1737,0.731368
05-141-0022,Боровлянский сельский Совет,minsk_suburb,54.004279,27.687825,5,,18,14,427,430,0,46,0,0,3,0,0,,0,0,15,0,0,,0,0,16,0,0,136,0,18,211,14,430,427,0.993023
05-141-0023,Лесковка,minsk_suburb,54.00809,27.696265,5,,9,7,321,321,0,26,0,0,10,0,0,2,0,0,12,0,0,,0,0,13,0,0,114,0,9,144,7,321,321,1
05-141-0024,Valarjanava,minsk_suburb,53.966064,27.661454,5,,454,315,1785,1883,7,191,5,1,25,1,2,9,1,2,21,1,0,,0,1,16,0,5,982,0,436,541,307,1883,1317.91,0.6999
05-141-0025,Minsk,minsk_suburb,53.955193,27.674354,5,,812,571,1737,2375,12,107,5,3,22,2,0,14,0,3,27,0,2,,0,1,14,0,6,279,1,785,1274,563,2375,1737,0.731368
05-141-0026,Копище,minsk_suburb,53.957011,27.663044,5,,1901,1440,2607,3062,28,81,13,5,19,2,0,15,0,4,12,1,3,,0,0,5,0,1,132,0,1860,2341,1424,3062,2607,0.851404
05-141-0027,Копище,minsk_suburb,53.953779,27.665236,5,,911,709,1455,2032,15,75,9,1,15,1,0,10,0,4,16,3,2,,0,2,8,2,4,83,0,883,1248,694,2032,1455,0.716043
05-141-0028,Копище,minsk_suburb,53.962011,27.672755,5,,748,514,1708,2443,12,129,7,3,32,1,2,,2,7,29,3,1,,1,4,12,2,5,457,0,714,1049,498,2443,1709.86,0.6999
05-141-0029,Боровлянский сельский Совет,minsk_suburb,53.957764,27.643766,5,,136,99,663,872,2,41,2,1,6,1,0,,0,1,10,1,0,,0,0,3,0,0,340,0,132,263,95,872,610.313,0.6999
05-141-0030,Новоселье,village,53.917039,27.192192,5,,219,120,1381,1869,4,97,0,1,11,0,0,,0,3,19,1,0,,0,3,22,1,0,762,0,208,445,118,1869,1480.62,0.7922
05-141-0031,Новое Поле,village,53.974588,27.130782,5,,145,86,592,717,3,34,1,0,10,0,0,,0,1,8,0,0,,0,0,4,0,2,241,0,139,295,85,717,568.007,0.7922
05-141-0032,Тресковщина,village,53.914507,27.094892,5,,203,124,1386,1609,3,47,0,0,20,0,0,26,0,3,18,1,0,,0,1,32,0,0,987,0,196,256,123,1609,1274.65,0.7922
05-141-0033,Чачково,village,53.893685,27.203407,5,,138,93,852,1036,3,62,2,0,12,0,0,,0,0,14,0,0,,0,0,14,0,0,501,0,135,249,91,1036,820.719,0.7922
05-141-0034,Zhdanovichi,minsk_suburb,53.948231,27.42906,5,,540,351,1721,2001,13,103,5,1,36,1,0,,0,3,21,0,0,,0,0,29,0,6,894,0,517,638,345,2001,1400.5,0.6999
05-141-0035,Zhdanovichi,minsk_suburb,53.95025,27.429922,5,,428,292,1502,2143,13,29,5,1,4,1,2,,0,1,16,0,0,,0,0,13,0,1,796,0,410,644,286,2143,1499.89,0.6999
05-141-0036,Zhdanovichi,minsk_suburb,53.938803,27.414786,5,,556,365,1781,2398,9,21,3,1,2,1,0,,0,5,3,2,3,,1,3,4,0,2,983,0,533,768,358,2398,1678.36,0.6999
05-141-0037,Zhdanovichi,minsk_suburb,53.962795,27.434049,5,,3,1,61,61,1,6,0,0,1,0,0,,0,0,1,0,0,,0,0,1,0,0,47,0,2,5,1,61,61,1
05-141-0038,Ratomka,minsk_suburb,53.94387,27.347646,5,,654,437,1784,2242,5,78,2,0,16,0,1,5,1,2,18,1,3,,0,1,11,0,0,956,0,642,700,433,2242,1569.18,0.6999
05-141-0039,Ratomka,minsk_suburb,53.937726,27.358239,5,,488,307,2217,2404,5,25,4,4,12,1,1,,0,8,8,3,1,,0,1,24,0,0,1302,0,468,846,299,2404,1682.56,0.6999
05-141-0040,Tarasava,minsk_suburb,53.924325,27.379455,5,,646,422,1523,2411,12,62,5,1,10,1,0,8,0,3,12,2,1,,0,1,12,0,1,153,1,627,1266,413,2411,1523,0.631688
05-141-0041,Zaslawye,town_below100,54.005067,27.290917,5,,182,102,798,855,3,23,0,0,3,0,0,3,0,0,10,0,1,,0,1,10,0,5,396,0,172,353,102,855,703.922,0.8233
05-141-0042,Zaslawye,town_below100,54.005173,27.282212,5,,324,204,1051,1389,1,,0,1,14,0,1,,1,4,8,1,1,,1,1,13,1,0,377,0,315,639,200,1389,1143.56,0.8233
05-141-0043,Zaslawye,town_below100,54.008062,27.267795,5,,350,189,,,10,,1,0,,0,0,,0,1,,1,1,,0,1,,0,5,690,0,332,718,187,1278.41,1052.52,0.8233
05-141-0044,Zaslawye,town_below100,54.01175,27.264399,5,,472,289,1684,2421,5,108,3,2,24,2,1,1,1,2,17,2,0,,0,0,17,0,2,742,0,460,775,281,2421,1993.21,0.8233
05-141-0045,Zaslawye,town_below100,54.011089,27.262117,5,,503,314,2005,2616,16,123,6,4,24,2,0,23,0,3,28,2,0,,0,0,69,0,1,1037,0,479,701,304,2616,2153.75,0.8233
05-141-0046,Zaslawye,town_below100,54.012364,27.304122,5,,173,109,910,1275,1,57,1,0,6,0,0,,0,0,15,0,1,,0,0,11,0,0,420,0,171,401,108,1275,1049.71,0.8233
