id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,voters,votes,turnout
01-056-0038,Леликово,village,51.917299,24.711674,1,,12,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,9,727.322,637.352,0.8763
01-056-0039,Хабовичи,village,52.060277,24.475121,1,,14,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,11,727.322,637.352,0.8763
01-056-0040,Залесье,village,52.21714,24.475346,1,,109,59,,,2,,0,1,,0,0,,0,0,,0,0,,0,0,,0,2,,0,104,,59,727.322,637.352,0.8763
01-056-0041,Закросница,village,52.241543,24.509365,1,,4,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,1,727.322,637.352,0.8763
01-056-0042,Магдалин,village,52.195732,24.395557,1,,126,75,,,2,,1,0,,0,0,,0,2,,1,0,,0,0,,0,1,,0,121,,73,727.322,637.352,0.8763
01-056-0043,Киселёвцы,village,52.170259,24.458251,1,,36,20,493,554,0,38,0,0,6,0,0,,0,0,6,0,0,,0,0,8,0,0,336,0,36,99,20,554,485.47,0.8763
01-056-0044,Болота,village,52.136901,24.521097,1,,20,10,,,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,0,,0,19,,9,727.322,637.352,0.8763
01-056-0045,Новосёлки,village,52.339418,24.283959,1,,10,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,,4,727.322,637.352,0.8763
01-056-0046,Бельск,village,52.006728,24.41444,1,,2,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,1,727.322,637.352,0.8763
01-056-0047,Верхолесье,village,52.082764,24.304405,1,,15,6,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,6,727.322,637.352,0.8763
01-056-0048,Остромичи,village,52.279021,24.469138,1,,96,57,938,976,2,34,0,0,13,0,1,9,0,0,18,0,0,,0,0,19,0,0,503,0,93,342,57,976,855.269,0.8763
01-056-0049,Запруды,village,52.329771,24.576702,1,,8,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,7,,5,727.322,637.352,0.8763
01-056-0050,Шеметовка,village,52.329265,24.654604,1,,4,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,4,727.322,637.352,0.8763
01-056-0051,Лука,village,52.374212,24.684177,1,,12,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,5,727.322,637.352,0.8763
01-056-0052,Повитье,village,51.986316,24.758638,1,,18,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,4,727.322,637.352,0.8763
01-056-0053,Тевли,village,52.337492,24.250012,1,,35,24,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,35,,24,727.322,637.352,0.8763
01-056-0054,Остромичи,village,52.2842,24.449528,1,,8,2,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,7,,2,727.322,637.352,0.8763
01-056-0055,Стригово,village,52.300345,24.28077,1,,16,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,15,,7,727.322,637.352,0.8763
01-056-0056,Khidry,village,52.151398,24.37221,1,,59,25,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,56,,25,727.322,637.352,0.8763
01-056-0057,Патрики,village,52.183514,24.313254,1,,45,21,,,1,,0,1,,1,0,,0,2,,1,0,,0,0,,0,0,,0,41,,19,727.322,637.352,0.8763
01-056-0058,Пески,village,52.187749,24.241631,1,,76,37,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,74,,37,727.322,637.352,0.8763
01-056-0059,Корчицы,village,52.106649,24.380169,1,,18,5,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,5,727.322,637.352,0.8763
01-057-0001,Luniniec,town_below100,52.245789,26.846224,1,,80,37,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,78,,37,1207.05,993.762,0.8233
01-057-0002,Luniniec,town_below100,52.245205,26.815942,1,,149,68,1789,1921,1,15,0,0,3,0,0,6,0,0,5,0,2,,0,2,12,0,0,1578,0,144,170,68,1921,1581.56,0.8233
01-057-0003,Luniniec,town_below100,52.2436,26.804839,1,,164,83,,,5,,1,0,,0,0,,0,1,,1,0,,0,0,,0,1,,1,157,,80,1207.05,993.762,0.8233
01-057-0004,Luniniec,town_below100,52.24301,26.80165,1,,200,117,,,2,,1,0,,0,1,,0,0,,0,0,,0,0,,0,2,,0,195,,116,1207.05,993.762,0.8233
01-057-0005,Luniniec,town_below100,52.246539,26.803985,1,,179,102,,,2,,0,0,,0,0,,0,1,,0,0,,0,2,,1,0,,0,174,,101,1207.05,993.762,0.8233
01-057-0006,Luniniec,town_below100,52.255388,26.79467,1,,143,74,,,2,,1,0,,0,0,,0,0,,0,2,,0,1,,1,1,,0,137,,72,1207.05,993.762,0.8233
01-057-0007,Luniniec,town_below100,52.256601,26.79334,1,,182,99,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,0,176,,99,1207.05,993.762,0.8233
01-057-0008,Luniniec,town_below100,52.258382,26.795649,1,,170,90,,,3,,0,0,,0,1,,1,1,,0,1,,1,1,,1,1,,0,162,,87,1207.05,993.762,0.8233
01-057-0009,Luniniec,town_below100,52.254037,26.797913,1,,163,88,,,1,,1,0,,0,0,,0,0,,0,0,,0,2,,2,1,,0,159,,85,1207.05,993.762,0.8233
01-057-0010,Luniniec,town_below100,52.250652,26.829192,1,,165,95,,,1,,1,0,,0,1,,1,2,,0,0,,0,1,,0,0,,0,160,,93,1207.05,993.762,0.8233
01-057-0011,Luniniec,town_below100,52.259886,26.790026,1,,277,158,,,2,,0,0,,0,0,,0,1,,1,1,,0,0,,0,3,,0,270,,157,1207.05,993.762,0.8233
01-057-0012,Luniniec,town_below100,52.246804,26.821053,1,,1,1,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,1207.05,993.762,0.8233
01-057-0013,Боровцы,village,52.306094,26.885463,1,,8,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,7,,3,727.322,637.352,0.8763
01-057-0014,Дятловичи,village,52.335076,26.830836,1,,59,38,,,0,,0,1,,0,0,,0,1,,1,1,,0,0,,0,0,,0,56,,37,727.322,637.352,0.8763
01-057-0015,Станция Дятловичи,village,52.361169,26.792352,1,,21,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,6,727.322,637.352,0.8763
01-057-0016,Вулька 1,village,52.27696,26.702027,1,,31,14,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,27,,14,727.322,637.352,0.8763
01-057-0017,Полесский,village,52.29189,26.670334,1,,43,22,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,42,,21,727.322,637.352,0.8763
01-057-0018,Лунин,village,52.298015,26.638677,1,,63,24,,,2,,1,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,59,,23,727.322,637.352,0.8763
01-057-0019,Лобча,village,52.299188,26.528921,1,,15,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,2,,0,12,,8,727.322,637.352,0.8763
01-057-0020,Дубовка,village,52.27447,26.54589,1,,28,13,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,28,,13,727.322,637.352,0.8763
01-057-0021,Богдановка,village,52.366498,26.448765,1,,31,18,,,1,,0,0,,0,1,,0,0,,0,1,,0,0,,0,1,,1,27,,17,727.322,637.352,0.8763
01-057-0022,Бостынь,village,52.388136,26.753986,1,,18,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,17,,8,727.322,637.352,0.8763
01-057-0023,Велута,village,52.461196,26.791521,1,,32,13,,,1,,0,1,,1,0,,0,0,,0,0,,0,0,,0,3,,0,27,,12,727.322,637.352,0.8763
01-057-0024,Люща,village,52.451567,26.71127,1,,9,2,,,1,,0,0,,0,0,,0,0,,0,0,,0,2,,1,0,,0,6,,1,727.322,637.352,0.8763
01-057-0025,Большие Чучевичи,village,52.573884,26.855522,1,,37,16,1205,1423,0,71,0,0,14,0,0,,0,0,19,0,0,,0,0,23,0,1,785,0,36,293,16,1423,1205,0.846803
01-057-0026,Малые Чучевичи,village,52.591843,26.886235,1,,6,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,2,727.322,637.352,0.8763
01-057-0027,Боровики,village,52.517098,26.940341,1,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,727.322,637.352,0.8763
01-057-0028,Вулька 2,village,52.355476,26.985732,1,,14,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,7,727.322,637.352,0.8763
01-057-0029,Бродница,village,52.302079,26.961496,1,,17,9,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,17,,9,727.322,637.352,0.8763
01-057-0030,Межлесье,village,52.398528,27.04751,1,,23,9,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,,9,727.322,637.352,0.8763
01-057-0031,Красная Воля,village,52.367553,27.059529,1,,12,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,,5,727.322,637.352,0.8763
01-057-0032,Озерница,village,52.284679,27.01641,1,,7,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,6,,3,727.322,637.352,0.8763
01-057-0033,Любачин,village,52.258602,27.062835,1,,20,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,11,727.322,637.352,0.8763
01-057-0034,Дворец,village,52.276068,26.954193,1,,56,25,,,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,54,,24,727.322,637.352,0.8763
01-057-0035,Язвинки,village,52.247399,26.916032,1,,70,34,,,2,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,67,,34,727.322,637.352,0.8763
01-057-0036,Ракитно,village,52.225829,26.92966,1,,15,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,7,727.322,637.352,0.8763
01-057-0037,Кожан-Городок,village,52.211605,27.014793,1,,42,20,1039,1110,1,58,0,0,14,0,0,6,0,0,15,0,1,,0,1,23,0,0,798,0,39,125,20,1110,972.693,0.8763
01-057-0038,Дребск,village,52.230507,27.01897,1,,27,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,26,,10,727.322,637.352,0.8763
01-057-0039,Цна,village,52.246412,26.99388,1,,14,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,3,727.322,637.352,0.8763
01-057-0040,Lakhva,village,52.212108,27.094213,1,,70,36,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,70,,36,727.322,637.352,0.8763
01-057-0041,Лаховка,village,52.208195,27.135086,1,,30,18,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,30,,18,727.322,637.352,0.8763
01-057-0042,Барсуково,village,52.306881,27.138581,1,,4,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,,2,727.322,637.352,0.8763
01-057-0043,Редигерово,village,52.288646,27.186075,1,,24,14,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,23,,14,727.322,637.352,0.8763
01-057-0044,Черебасово,village,52.245844,27.186236,1,,8,0,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,7,,0,727.322,637.352,0.8763
01-057-0045,Синкевичи,village,52.214055,27.252164,1,,62,26,,,2,,1,0,,0,0,,0,0,,0,0,,0,1,,0,1,,0,58,,25,727.322,637.352,0.8763
01-057-0046,Гряда,village,52.180223,27.392238,1,,10,0,,,1,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,,0,9,,0,727.322,637.352,0.8763
01-057-0047,Запросье,village,52.176804,27.467921,1,,6,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,,5,727.322,637.352,0.8763
01-057-0048,Ситница,village,52.202643,27.359521,1,,8,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,2,727.322,637.352,0.8763
01-057-0049,Mikashevichy,town_below100,52.229117,27.481782,1,,222,127,,,1,,0,0,,0,0,,0,1,,0,2,,0,0,,0,2,,0,216,,127,1207.05,993.762,0.8233
01-057-0050,Mikashevichy,town_below100,52.213978,27.467364,1,,61,27,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,60,,27,1207.05,993.762,0.8233
01-057-0051,Mikashevichy,town_below100,52.224246,27.471541,1,,166,81,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,1,163,,80,1207.05,993.762,0.8233
01-057-0052,Mikashevichy,town_below100,52.221918,27.492427,1,,138,63,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,138,,63,1207.05,993.762,0.8233
01-057-0053,Mikashevichy,town_below100,52.222955,27.486552,1,,211,114,,,3,,1,0,,0,0,,0,0,,0,1,,0,2,,0,2,,0,203,,113,1207.05,993.762,0.8233
01-057-0054,Mikashevichy,town_below100,52.224544,27.488744,1,,217,131,,,2,,2,2,,1,2,,0,1,,1,0,,0,0,,0,1,,0,209,,127,1207.05,993.762,0.8233
01-057-0055,Mikashevichy,town_below100,52.228417,27.48754,1,,2,1,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,1,0,,0,0,,0,1207.05,993.762,0.8233
01-058-0001,Lyakhavichy,town_below100,53.034164,26.269865,1,,187,103,,,0,,0,0,,0,0,,0,1,,0,3,,0,0,,0,1,,0,182,,103,1207.05,993.762,0.8233
01-058-0002,Lyakhavichy,town_below100,53.038437,26.269883,1,,145,77,,,4,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,0,138,,77,1207.05,993.762,0.8233
01-058-0003,Lyakhavichy,town_below100,53.041328,26.263981,1,,156,84,,,3,,1,1,,0,0,,0,0,,0,1,,0,1,,1,1,,1,149,,81,1207.05,993.762,0.8233
01-058-0004,Lyakhavichy,town_below100,53.03319,26.266092,1,,207,111,,,1,,0,1,,1,0,,0,3,,0,0,,0,0,,0,2,,0,200,,110,1207.05,993.762,0.8233
01-058-0005,Lyakhavichy,town_below100,53.030796,26.239044,1,,56,30,,,0,,0,0,,0,0,,0,1,,0,1,,0,0,,0,0,,0,54,,30,1207.05,993.762,0.8233
01-058-0006,Lyakhavichy,town_below100,53.043293,26.252276,1,,201,111,,,4,,1,0,,0,1,,0,0,,0,0,,0,1,,1,0,,0,195,,109,1207.05,993.762,0.8233
01-058-0007,Lyakhavichy,town_below100,53.048929,26.26929,1,,5,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,,4,1207.05,993.762,0.8233
01-058-0008,Гончары,village,52.958324,26.312122,1,,28,5,501,580,0,28,0,0,4,0,0,4,0,0,6,0,1,,0,0,13,0,0,317,0,27,129,5,580,501,0.863793
01-058-0009,Куршиновичи,village,52.886116,26.326082,1,,3,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,,2,727.322,637.352,0.8763
01-058-0010,Тальминовичи,village,52.948005,26.362149,1,,32,12,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,30,,12,727.322,637.352,0.8763
01-058-0011,Зарытово,village,53.078848,26.452699,1,,57,26,,,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,2,,0,54,,26,727.322,637.352,0.8763
01-058-0012,Подлесье,village,53.080936,26.354127,1,,18,7,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,17,,7,727.322,637.352,0.8763
01-058-0013,Зубелевичи,village,53.053811,26.343608,1,,21,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,8,727.322,637.352,0.8763
01-058-0014,Литва,village,53.109961,26.15735,1,,65,35,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,1,0,,0,63,,34,727.322,637.352,0.8763
01-058-0015,Коньки,village,53.058975,26.193338,1,,18,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,,7,727.322,637.352,0.8763
01-058-0016,Головнинцы,village,52.90941,26.111618,1,,23,15,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,21,,14,727.322,637.352,0.8763
01-058-0017,Kryvoshyn,village,52.873578,26.13068,1,,22,12,,,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,21,,12,727.322,637.352,0.8763
01-058-0018,Липск,village,52.833404,26.097308,1,,30,20,,,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,29,,20,727.322,637.352,0.8763
01-058-0019,Святица,village,52.756779,26.039519,1,,9,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,5,727.322,637.352,0.8763
01-058-0020,Нача,village,53.033125,26.421052,1,,18,7,,,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,17,,7,727.322,637.352,0.8763
01-058-0021,Русиновичи,village,52.982235,26.311313,1,,43,22,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,43,,22,727.322,637.352,0.8763
01-058-0022,Новосёлки,village,53.119129,26.281013,1,,42,12,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,41,,12,727.322,637.352,0.8763
01-058-0023,Урожайная,village,53.091115,26.232297,1,,25,11,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,23,,11,727.322,637.352,0.8763
01-058-0024,Lyakhavichy,town_below100,53.043293,26.252276,1,,27,11,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,26,,11,1207.05,993.762,0.8233
01-058-0025,Задворье,village,53.008457,26.200488,1,,12,2,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,2,727.322,637.352,0.8763
01-058-0026,Ольховцы,village,52.983536,26.155159,1,,15,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,15,,3,727.322,637.352,0.8763
01-058-0027,Малое Городище,village,52.95616,26.066567,1,,12,6,,,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,0,,0,10,,6,727.322,637.352,0.8763
01-058-0028,Остров,village,52.888588,25.975712,1,,31,14,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,31,,14,727.322,637.352,0.8763
01-058-0029,Туховичи,village,52.80867,25.967447,1,,27,19,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,27,,19,727.322,637.352,0.8763
01-059-0001,Malaryta,town_below100,51.788365,24.083653,1,,142,69,,,5,,2,2,,1,0,,0,1,,0,1,,0,0,,0,6,,0,127,,66,1207.05,993.762,0.8233
01-059-0002,Malaryta,town_below100,51.791089,24.07714,1,,154,83,,,3,,0,0,,0,0,,0,1,,1,2,,1,0,,0,1,,1,147,,80,1207.05,993.762,0.8233
01-059-0003,Malaryta,town_below100,51.786638,24.070996,1,,131,75,,,2,,0,0,,0,0,,0,0,,0,1,,0,0,,0,1,,0,127,,75,1207.05,993.762,0.8233
01-059-0004,Malaryta,town_below100,51.788398,24.075901,1,,179,93,,,3,,2,0,,0,1,,1,1,,0,0,,0,2,,1,3,,0,169,,89,1207.05,993.762,0.8233
01-059-0005,Malaryta,town_below100,51.78549,24.058797,1,,113,62,,,0,,0,1,,1,0,,0,0,,0,1,,0,0,,0,4,,0,107,,61,1207.05,993.762,0.8233
01-059-0006,Замшаны,village,51.832316,24.086132,1,,8,4,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,,4,727.322,637.352,0.8763
01-059-0007,Великорита,village,51.935482,24.054584,1,,6,2,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,5,,2,727.322,637.352,0.8763
01-059-0008,Масевичи,village,51.944405,23.963611,1,,20,10,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,10,727.322,637.352,0.8763
01-059-0009,Старое Роматово,village,51.817375,23.907808,1,,9,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,,6,727.322,637.352,0.8763
01-059-0010,Збураж,village,51.76899,23.976601,1,,11,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,,7,727.322,637.352,0.8763
01-059-0011,Lukava,village,51.889154,24.238604,1,,21,13,,,0,,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,13,727.322,637.352,0.8763
01-059-0012,Мокраны,village,51.839005,24.256067,1,,16,5,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,14,,5,727.322,637.352,0.8763
01-059-0013,Ляховцы,village,51.800803,24.200838,1,,20,12,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,20,,12,727.322,637.352,0.8763
01-059-0014,Ланская,village,51.691626,23.944666,1,,14,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,8,727.322,637.352,0.8763
01-059-0015,Олтуш,village,51.690275,23.968857,1,,51,24,,,1,,0,0,,0,0,,0,1,,1,0,,0,1,,1,1,,0,47,,22,727.322,637.352,0.8763
01-059-0016,Радеж,village,51.697036,23.820114,1,,9,3,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,8,,3,727.322,637.352,0.8763
01-059-0017,Орехово,village,51.643223,23.954098,1,,13,6,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,,6,727.322,637.352,0.8763
01-059-0018,Мельники,village,51.733842,24.12158,1,,20,10,,,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,,10,727.322,637.352,0.8763
01-059-0019,Хотислав,village,51.712742,24.095762,1,,38,14,,,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,35,,14,727.322,637.352,0.8763
01-059-0020,Доропеевичи,village,51.964125,24.317835,1,,14,7,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,13,,7,727.322,637.352,0.8763
01-059-0021,Черняны,village,51.985484,24.208986,1,,14,8,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,,8,727.322,637.352,0.8763
01-060-0001,Pinsk,town_over100,52.112905,26.047748,1,,322,157,,,6,,3,2,,0,1,,0,2,,1,2,,0,1,,0,4,,0,304,,153,1290.14,979.218,0.759
01-060-0002,Pinsk,town_over100,52.112905,26.047748,1,,215,120,,,2,,0,1,,0,0,,0,4,,3,0,,0,2,,1,4,,0,202,,116,1290.14,979.218,0.759
01-060-0003,Pinsk,town_over100,52.108375,26.055392,1,,149,83,,,3,,3,0,,0,0,,0,1,,1,1,,0,2,,0,0,,0,142,,79,1290.14,979.218,0.759
01-060-0004,Pinsk,town_over100,52.110947,26.072532,1,,144,85,,,4,,3,2,,1,0,,0,0,,0,0,,0,1,,0,0,,0,137,,81,1290.14,979.218,0.759
01-060-0005,Pinsk,town_over100,52.110947,26.072532,1,,170,106,,,1,,0,0,,0,1,,0,3,,1,1,,0,0,,0,1,,0,163,,105,1290.14,979.218,0.759
01-060-0006,Pinsk,town_over100,52.117064,26.070744,1,,168,107,,,1,,1,1,,1,0,,0,2,,1,0,,0,0,,0,8,,0,156,,104,1290.14,979.218,0.759
01-060-0007,Pinsk,town_over100,52.11463,26.0714,1,,157,96,,,3,,0,0,,0,0,,0,0,,0,2,,0,2,,0,0,,0,150,,96,1290.14,979.218,0.759
01-060-0008,Pinsk,town_over100,52.118778,26.068373,1,,131,78,,,4,,0,1,,1,0,,0,0,,0,0,,0,0,,0,0,,0,126,,77,1290.14,979.218,0.759
01-060-0009,Pinsk,town_over100,52.116184,26.086124,1,,119,68,,,0,,0,1,,1,0,,0,0,,0,2,,0,0,,0,1,,0,115,,67,1290.14,979.218,0.759
01-060-0010,Pinsk,town_over100,52.112778,26.087247,1,,132,87,1055,1111,1,74,1,0,84,0,1,,1,0,63,0,0,,0,0,48,0,1,580,0,129,206,85,1111,843.249,0.759
01-060-0011,Pinsk,town_over100,52.11238,26.094514,1,,111,62,,,1,,0,0,,0,1,,1,1,,1,0,,0,0,,0,0,,0,108,,60,1290.14,979.218,0.759
01-060-0012,Pinsk,town_over100,52.11103,26.098601,1,,111,61,,,4,,1,1,,1,0,,0,3,,2,0,,0,1,,1,0,,0,102,,56,1290.14,979.218,0.759
01-060-0013,Pinsk,town_over100,52.115631,26.093687,1,,152,66,,,1,,0,1,,1,0,,0,0,,0,0,,0,1,,0,2,,0,147,,65,1290.14,979.218,0.759
01-060-0014,Pinsk,town_over100,52.116035,26.096328,1,,93,45,,,1,,0,0,,0,1,,0,1,,0,1,,0,0,,0,1,,1,88,,44,1290.14,979.218,0.759
01-060-0015,Pinsk,town_over100,52.11702,26.091918,1,,143,88,,,3,,1,0,,0,0,,0,1,,0,0,,0,0,,0,2,,1,137,,86,1290.14,979.218,0.759
01-060-0016,Pinsk,town_over100,52.116854,26.101727,1,,131,74,,,3,,0,1,,0,0,,0,1,,0,0,,0,0,,0,3,,0,123,,74,1290.14,979.218,0.759
01-060-0017,Pinsk,town_over100,52.112722,26.10347,1,,130,69,,,2,,1,0,,0,0,,0,2,,1,0,,0,0,,0,1,,0,125,,67,1290.14,979.218,0.759
01-060-0018,Pinsk,town_over100,52.11494,26.111124,1,,95,58,,,1,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,93,,58,1290.14,979.218,0.759
01-060-0019,Pinsk,town_over100,52.121023,26.102194,1,,123,80,,,3,,3,1,,1,0,,0,0,,0,0,,0,0,,0,2,,0,117,,76,1290.14,979.218,0.759
01-060-0020,Pinsk,town_over100,52.119746,26.108411,1,,1,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,1290.14,979.218,0.759
01-060-0021,Pinsk,town_over100,52.120946,26.111402,1,,132,68,1102,1234,3,,1,2,19,1,0,,0,1,16,1,0,,0,0,19,0,2,532,0,124,432,65,1234,936.606,0.759
01-060-0022,Pinsk,town_over100,52.117899,26.116972,1,,137,78,,,3,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,133,,77,1290.14,979.218,0.759
01-060-0023,Pinsk,town_over100,52.118059,26.114627,1,,61,30,,,2,,1,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,58,,29,1290.14,979.218,0.759
01-060-0024,Pinsk,town_over100,52.122627,26.117421,1,,115,69,,,1,,0,0,,0,0,,0,3,,2,2,,0,0,,0,2,,0,107,,67,1290.14,979.218,0.759
01-060-0025,Pinsk,town_over100,52.122267,26.128174,1,,120,65,,,3,,1,0,,0,0,,0,0,,0,0,,0,2,,1,0,,0,115,,63,1290.14,979.218,0.759
01-060-0026,Pinsk,town_over100,52.1328,26.120709,1,,269,131,,,2,,0,2,,1,0,,0,1,,0,1,,0,0,,0,1,,0,262,,130,1290.14,979.218,0.759
