,id,town,area
3060,04-114-0009,Navahrudak,region-center
3061,04-114-0010,Navahrudak,region-center
3062,04-114-0011,Navahrudak,region-center
3063,04-114-0012,Navahrudak,region-center
3064,04-114-0013,Navahrudak,region-center
3065,04-114-0014,Navahrudak,region-center
3066,04-114-0015,Navahrudak,region-center
3067,04-114-0016,Navahrudak,region-center
3068,04-114-0017,Navahrudak,region-center
3069,04-114-0018,Валевка,village
3070,04-114-0019,Заполье,village
3071,04-114-0020,Нёвда,village
3072,04-114-0021,Navahrudak,region-center
3073,04-114-0022,Брольники,village
3074,04-114-0023,Большие Воробьевичи,village
3075,04-114-0024,Вересково,village
3076,04-114-0025,Голынь,village
3077,04-114-0026,Lubcha,village
3078,04-114-0027,Lubcha,village
3079,04-114-0028,Негневичи,village
3080,04-114-0029,Задворье,village
3081,04-114-0030,Кошелево,village
3082,04-114-0031,Ладеники,village
3083,04-114-0032,Кмитянка,village
3084,04-114-0033,Vselyub,village
3085,04-114-0034,Бенин,village
3086,04-114-0035,Отминово,village
3087,04-114-0036,Piatrevičy,village
3088,04-114-0037,Налибоки,village
3089,04-114-0038,Ščorsy,village
3090,04-114-0039,Лавришево,village
3091,04-115-0001,Astravyets,region-center
3092,04-115-0002,Astravyets,region-center
3093,04-115-0003,Astravyets,region-center
3094,04-115-0004,Astravyets,region-center
3095,04-115-0005,Astravyets,region-center
3096,04-115-0006,Astravyets,region-center
3097,04-115-0007,Astravyets,region-center
3098,04-115-0008,Ворняны,village
3099,04-115-0009,Ворона,village
3100,04-115-0010,Гоза,village
3101,04-115-0011,Трокеники 1,village
3102,04-115-0012,Гервяты,village
3103,04-115-0013,Рымдюны,village
3104,04-115-0014,Чехи,village
3105,04-115-0015,Дайлидки,village
3106,04-115-0016,Станция Гудогай,village
3107,04-115-0017,Лоша,village
3108,04-115-0018,Палуши,village
3109,04-115-0019,Мали,village
3110,04-115-0020,Изабелино,village
3111,04-115-0021,Kemelishki,village
3112,04-115-0022,Рытань,village
3113,04-115-0023,Подольцы,village
3114,04-115-0024,Завидиненты,village
3115,04-115-0025,Mіchalіshkі,village
3116,04-115-0026,Ольховка,village
3117,04-115-0027,Спонды,village
3118,04-115-0028,Страчанка,village
3119,04-115-0029,Рытанский сельский Совет,village
3120,04-115-0030,Большая Страча,village
3121,04-116-0001,Baruny,village
3122,04-116-0002,Горецковщина,village
3123,04-116-0003,Halshany,village
3124,04-116-0004,Доргишки,village
3125,04-116-0005,Гравжишки,village
3126,04-116-0006,Гроди,village
3127,04-116-0007,Станция Ошмяны,village
3128,04-116-0008,Жупраны,village
3129,04-116-0009,Krakoŭka,village
3130,04-116-0010,Поляны,village
3131,04-116-0011,Будёновка,village
3132,04-116-0012,Кольчуны,village
3133,04-116-0013,Каменны Лог,village
3134,04-116-0014,Крейванцы,village
3135,04-116-0015,Мурованая Ошмянка,village
3136,04-116-0016,Новосёлки,village
3137,04-116-0017,Ashmyany,region-center
3138,04-116-0018,Ashmyany,region-center
3139,04-116-0019,Ashmyany,region-center
3140,04-116-0020,Ashmyany,region-center
3141,04-116-0021,Ashmyany,region-center
3142,04-116-0022,Ashmyany,region-center
3143,04-117-0001,Svislach,region-center
3144,04-117-0002,Svislach,region-center
3145,04-117-0003,Svislach,region-center
3146,04-117-0004,Svislach,region-center
3147,04-117-0005,Svislach,region-center
3148,04-117-0006,Svislach,region-center
3149,04-117-0007,Новодворский сельский Совет,village
3150,04-117-0008,Занки 1,village
3151,04-117-0009,Великое Село,village
3152,04-117-0010,Вердомичи,village
3153,04-117-0011,Гринки,village
3154,04-117-0012,Незбодичи,village
3155,04-117-0013,Доброволя,village
3156,04-117-0014,Новый Двор,village
3157,04-117-0015,Новодворский сельский Совет,village
3158,04-117-0016,Хоневичи,village
3159,04-117-0017,Porazava,village
3160,04-117-0018,Porazava,village
3161,04-118-0001,Slonim,region-center
3162,04-118-0002,Slonim,region-center
3163,04-118-0003,Slonim,region-center
3164,04-118-0004,Slonim,region-center
3165,04-118-0005,Slonim,region-center
3166,04-118-0006,Slonim,region-center
3167,04-118-0007,Slonim,region-center
3168,04-118-0008,Slonim,region-center
3169,04-118-0009,Slonim,region-center
3170,04-118-0010,Slonim,region-center
3171,04-118-0011,Slonim,region-center
3172,04-118-0012,Slonim,region-center
3173,04-118-0013,Slonim,region-center
3174,04-118-0014,Slonim,region-center
3175,04-118-0015,Slonim,region-center
3176,04-118-0016,Slonim,region-center
3177,04-118-0017,Slonim,region-center
3178,04-118-0018,Slonim,region-center
3179,04-118-0019,Slonim,region-center
3180,04-118-0020,Slonim,region-center
3181,04-118-0021,Slonim,region-center
3182,04-118-0022,Slonim,region-center
3183,04-118-0023,Slonim,region-center
3184,04-118-0024,Slonim,region-center
3185,04-118-0025,Slonim,region-center
3186,04-118-0026,Slonim,region-center
3187,04-118-0027,Slonim,region-center
3188,04-118-0028,Slonim,region-center
3189,04-118-0029,Большие Шиловичи,village
3190,04-118-0030,Василевичи,village
3191,04-118-0031,Озерница,village
3192,04-118-0032,Деревянчицы,village
3193,04-118-0033,Суринка,village
3194,04-118-0034,Новосёлки,village
3195,04-118-0035,Новосёлки,village
3196,04-118-0036,Петралевичи 1,village
3197,04-118-0037,Жировичи,village
3198,04-118-0038,Жировичи,village
3199,04-118-0039,Куцейки,village
3200,04-118-0040,Сеньковщина,village
3201,04-118-0041,Острово,village
3202,04-118-0042,Мижевичи,village
3203,04-118-0043,Новодевятковичи,village
3204,04-118-0044,Партизановка,village
3205,04-118-0045,Селявичи,village
3206,04-118-0046,Костени,village
3207,04-118-0047,Мелькановичи,village
3208,04-119-0001,Smarhon,region-center
3209,04-119-0002,Smarhon,region-center
3210,04-119-0003,Smarhon,region-center
3211,04-119-0004,Smarhon,region-center
3212,04-119-0005,Smarhon,region-center
3213,04-119-0006,Smarhon,region-center
3214,04-119-0007,Smarhon,region-center
3215,04-119-0008,Smarhon,region-center
3216,04-119-0009,Smarhon,region-center
3217,04-119-0010,Smarhon,region-center
3218,04-119-0011,Smarhon,region-center
3219,04-119-0012,Smarhon,region-center
3220,04-119-0013,Smarhon,region-center
3221,04-119-0014,Smarhon,region-center
3222,04-119-0015,Smarhon,region-center
3223,04-119-0016,Smarhon,region-center
3224,04-119-0017,Smarhon,region-center
3225,04-119-0018,Smarhon,region-center
3226,04-119-0019,Smarhon,region-center
3227,04-119-0020,Осиновка,village
3228,04-119-0021,Лещеняты,village
3229,04-119-0022,Войстом,village
3230,04-119-0023,Вишневский сельский Совет,village
3231,04-119-0024,Жодишки,village
3232,04-119-0025,Гориденяты,village
3233,04-119-0026,Сыроватки,village
3234,04-119-0027,Залесье,village
3235,04-119-0028,Шутовичи,village
3236,04-119-0029,Осиновщизна,village
3237,04-119-0030,Белковщина,village
3238,04-119-0031,Kreva,village
3239,04-119-0032,Раковцы,village
3240,04-119-0033,Лылойти,village
3241,04-119-0034,Синьки,village
3242,04-119-0035,Валейковичи,village
3243,04-119-0036,Гавдевичи,village
3244,04-119-0037,Солы,village
3245,04-120-0001,Клешняки,village
3246,04-120-0002,Vasilishki,village
3247,04-120-0003,Vasilishki,village
3248,04-120-0004,Головичполье,village
3249,04-120-0005,Демброво,village
3250,04-120-0006,Zheludok,village
3251,04-120-0007,Zheludok,village
3252,04-120-0008,Zheludok,village
3253,04-120-0009,Каменка,village
3254,04-120-0010,Лещанка,village
3255,04-120-0011,Топилишки,village
3256,04-120-0012,Большое Можейково,village
3257,04-120-0013,Скрибовцы,village
3258,04-120-0014,Новый Двор,village
3259,04-120-0015,Astryna,village
3260,04-120-0016,Astryna,village
3261,04-120-0017,Astryna,village
3262,04-120-0018,Орля,village
3263,04-120-0019,Раковичи,village
3264,04-120-0020,Первомайск,village
3265,04-120-0021,Рожанка,village
3266,04-120-0022,Рожанка,village
3267,04-120-0023,Щучинский сельский Совет,village
3268,04-120-0024,Shchuchyn,region-center
3269,04-120-0025,Shchuchyn,region-center
3270,04-120-0026,Shchuchyn,region-center
3271,04-120-0027,Shchuchyn,region-center
3272,04-120-0028,Shchuchyn,region-center
3273,04-120-0029,Shchuchyn,region-center
3274,04-120-0030,Shchuchyn,region-center
3275,04-120-0031,Shchuchyn,region-center
3276,04-120-0032,Shchuchyn,region-center
3277,04-120-0033,Shchuchyn,region-center
3278,04-120-0034,Shchuchyn,region-center
3279,04-145-0001,Skidzieĺ,region-center
3280,04-145-0002,Skidzieĺ,region-center
3281,04-145-0003,Skidzieĺ,region-center
3282,04-145-0004,Skidzieĺ,region-center
3283,04-145-0005,Skidzieĺ,region-center
3284,04-145-0006,Skidzieĺ,region-center
3285,04-145-0007,Вертелишки,village
3286,04-145-0008,Житомля,village
3287,04-145-0009,Вертелишки,village
3288,04-145-0010,Hoža,village
3289,04-145-0011,Hoža,village
3290,04-145-0012,Indura,village
3291,04-145-0013,Луцковляны,village
3292,04-145-0014,Квасовка,village
3293,04-145-0015,Новосёлки,village
3294,04-145-0016,Свислочь,village
3295,04-145-0017,Коптёвка,village
3296,04-145-0018,Коптёвка,village
3297,04-145-0019,Коробчицы,village
3298,04-145-0020,Обухово,village
3299,04-145-0021,Обухово,village
3300,04-145-0022,Одельск,village
3301,04-145-0023,Aziory,village
3302,04-145-0024,Aziory,village
3303,04-145-0025,Подлабенье,village
3304,04-145-0026,Ратичи,village
3305,04-145-0027,Поречье,village
3306,04-145-0028,Поречье,village
3307,04-145-0029,Путришки,village
3308,04-145-0030,Путришки,village
3309,04-145-0031,Головачи,village
3310,04-145-0032,Skidzieĺ,region-center
3311,04-145-0033,Лойки,village
3312,04-145-0034,Sapotskin,village
3313,05-025-0001,Berezino,region-center
3314,05-025-0002,Berezino,region-center
3315,05-025-0003,Berezino,region-center
3316,05-025-0004,Berezino,region-center
3317,05-025-0005,Berezino,region-center
3318,05-025-0006,Berezino,region-center
3319,05-025-0007,Berezino,region-center
3320,05-025-0008,Лешница,village
3321,05-025-0009,Поплавы,village
3322,05-025-0010,Микуличи,village
3323,05-025-0011,Новины,village
3324,05-025-0012,Уша,village
3325,05-025-0013,Богушевичи,village
3326,05-025-0014,Михалёво,village
3327,05-025-0015,Чижаха,village
3328,05-025-0016,Селиба,village
3329,05-025-0017,Бродец,village
3330,05-025-0018,Капланцы,village
3331,05-025-0019,Kosovka,village
3332,05-025-0020,Красный Бор,village
3333,05-025-0021,Каменный Борок,village
3334,05-025-0022,Погост,village
3335,05-025-0023,Девяница,village
3336,05-025-0024,Дмитровичи,village
3337,05-025-0025,Орешковичи,village
3338,05-025-0026,Маческ,village
3339,05-025-0027,Любушаны,village
3340,05-026-0001,Borisov,region-center
3341,05-026-0002,Borisov,region-center
3342,05-026-0003,Borisov,region-center
3343,05-026-0004,Borisov,region-center
3344,05-026-0005,Borisov,region-center
3345,05-026-0006,Borisov,region-center
3346,05-026-0007,Borisov,region-center
3347,05-026-0008,Borisov,region-center
3348,05-026-0009,Borisov,region-center
3349,05-026-0010,Borisov,region-center
3350,05-026-0011,Borisov,region-center
3351,05-026-0012,Borisov,region-center
3352,05-026-0013,Borisov,region-center
3353,05-026-0014,Borisov,region-center
3354,05-026-0015,Borisov,region-center
3355,05-026-0016,Borisov,region-center
3356,05-026-0017,Borisov,region-center
3357,05-026-0018,Borisov,region-center
3358,05-026-0019,Borisov,region-center
3359,05-026-0020,Borisov,region-center
3360,05-026-0021,Borisov,region-center
3361,05-026-0022,Borisov,region-center
3362,05-026-0023,Borisov,region-center
3363,05-026-0024,Borisov,region-center
3364,05-026-0025,Borisov,region-center
3365,05-026-0026,Borisov,region-center
3366,05-026-0027,Borisov,region-center
3367,05-026-0028,Borisov,region-center
3368,05-026-0029,Borisov,region-center
3369,05-026-0030,Borisov,region-center
3370,05-026-0031,Borisov,region-center
3371,05-026-0032,Borisov,region-center
3372,05-026-0033,Borisov,region-center
3373,05-026-0034,Borisov,region-center
3374,05-026-0035,Borisov,region-center
3375,05-026-0036,Borisov,region-center
3376,05-026-0037,Borisov,region-center
3377,05-026-0038,Borisov,region-center
3378,05-026-0039,Borisov,region-center
3379,05-026-0040,Borisov,region-center
3380,05-026-0041,Borisov,region-center
3381,05-026-0042,Borisov,region-center
3382,05-026-0043,Borisov,region-center
3383,05-026-0044,Borisov,region-center
3384,05-026-0045,Borisov,region-center
3385,05-026-0046,Borisov,region-center
3386,05-026-0047,Borisov,region-center
3387,05-026-0048,Borisov,region-center
3388,05-026-0049,Borisov,region-center
3389,05-026-0050,Borisov,region-center
3390,05-026-0051,Borisov,redion-center
3391,05-026-0052,Borisov,redion-center
3392,05-026-0053,Borisov,region-center
3393,05-026-0054,Borisov,region-center
3394,05-026-0055,Borisov,region-center
3395,05-026-0056,Borisov,region-center
3396,05-026-0057,Borisov,region-center
3397,05-026-0058,Borisov,region-center
3398,05-026-0059,Borisov,region-center
3399,05-026-0060,Borisov,region-center
3400,05-026-0061,Borisov,region-center
3401,05-026-0062,Borisov,region-center
3402,05-026-0063,Borisov,region-center
3403,05-026-0064,Borisov,region-center
3404,05-026-0065,Углы,village
3405,05-026-0066,Borisov,region-center
3406,05-026-0067,Пересады,village
3407,05-026-0068,Веселово,village
3408,05-026-0069,Заболотье,village
3409,05-026-0070,Холхолица,village
3410,05-026-0071,Zembin,village
3411,05-026-0072,Корсаковичи,village
3412,05-026-0073,Иканы,village
3413,05-026-0074,Горелый Луг,village
3414,05-026-0075,Мстиж,village
3415,05-026-0076,Нивки,village
3416,05-026-0077,Большое Стахово,village
3417,05-026-0078,Тимки,village
3418,05-026-0079,Бытча,village
3419,05-026-0080,Старо-Борисов,village
3420,05-026-0081,Углы,village
3421,05-026-0082,Житьково,village
3422,05-026-0083,Старинки,village
3423,05-026-0084,Зачистье,village
3424,05-026-0085,Kletsk,region-center
3425,05-026-0086,Трояновка,village
3426,05-026-0087,Неманица,village
3427,05-026-0088,Новосады,village
3428,05-026-0089,Лошница,village
3429,05-026-0090,Большие Негновичи,village
3430,05-026-0091,Лошница,village
3431,05-026-0092,Приямино,village
3432,05-026-0093,Новосёлки,village
3433,05-026-0094,Большая Ухолода,village
3434,05-026-0095,Корма,village
3435,05-026-0096,Оздятичи,village
3436,05-026-0097,Велятичи,village
3437,05-026-0098,Зоричи,village
3438,05-026-0099,Гливинский сельский Совет,village
3439,05-026-0100,Гливин,village
3440,05-026-0101,Новосёлки,village
3441,05-026-0102,Забашевичи,village
3442,05-026-0103,Слободка,village
3443,05-026-0104,Черневичи,village
3444,05-027-0001,Избино,village
3445,05-027-0002,Vileyka,region-center
3446,05-027-0003,Vileyka,region-center
3447,05-027-0004,Vileyka,region-center
3448,05-027-0005,Vileyka,region-center
3449,05-027-0006,Vileyka,region-center
3450,05-027-0007,Vileyka,region-center
3451,05-027-0008,Vileyka,region-center
3452,05-027-0009,Vileyka,region-center
3453,05-027-0010,Vileyka,region-center
3454,05-027-0011,Vileyka,region-center
3455,05-027-0012,Vileyka,region-center
3456,05-027-0013,Vileyka,region-center
3457,05-027-0014,Vileyka,region-center
3458,05-027-0015,Vileyka,region-center
3459,05-027-0016,Вязынь,village
3460,05-027-0017,Заозерье,village
3461,05-027-0018,Daŭhinava,village
3462,05-027-0019,Язни,village
3463,05-027-0020,Ижа,village
3464,05-027-0021,Лыцевичи,village
3465,05-027-0022,Матьковцы,village
3466,05-027-0023,Ilya,village
3467,05-027-0024,Партизанский,village
3468,05-027-0025,Костеневичи,village
3469,05-027-0026,Людвиново,village
3470,05-027-0027,Стешицы,village
3471,05-027-0028,Ерхи,village
3472,05-027-0029,Балаши,village
3473,05-027-0030,Кривое Село,village
3474,05-027-0031,Рабунь,village
3475,05-027-0032,Куренец,village
3476,05-027-0034,Порса,village
3477,05-027-0035,Нарочь,village
3478,05-027-0036,Осиповичи,village
3479,05-027-0037,Шиловичи,village
3480,05-027-0038,Хотенчицы,village
3481,05-027-0039,Луковец,village
3482,05-028-0001,Valozhyn,region-center
3483,05-028-0002,Valozhyn,region-center
3484,05-028-0003,Valozhyn,region-center
3485,05-028-0004,Valozhyn,region-center
3486,05-028-0005,Valozhyn,region-center
3487,05-028-0006,Valozhyn,region-center
3488,05-028-0007,Богданов,village
3489,05-028-0008,Vishnyeva,village
3490,05-028-0009,Подберезь,village
3491,05-028-0010,Городьки,village
3492,05-028-0011,Саковщина,village
3493,05-028-0012,Valozhyn,region-center
3494,05-028-0013,Бобровичи,village
3495,05-028-0014,Брильки,village
3496,05-028-0015,Дубина Юрздыцкая,village
3497,05-028-0016,Сугвозды,village
3498,05-028-0017,Доры,village
3499,05-028-0018,Пугачи,village
3500,05-028-0019,Rakaw,village
3501,05-028-0020,Раковский сельский Совет,village
3502,05-028-0021,Судники,village
3503,05-028-0022,Ivyanets,village
3504,05-028-0023,Сивица,village
3505,05-028-0024,Ivyanets,village
3506,05-028-0025,Ivyanets,village
3507,05-028-0026,Першаи,village
3508,05-029-0001,Dzyarzhynsk,region-center
3509,05-029-0002,Dzyarzhynsk,region-center
3510,05-029-0003,Dzyarzhynsk,region-center
3511,05-029-0004,Dzyarzhynsk,region-center
3512,05-029-0005,Dzyarzhynsk,region-center
3513,05-029-0006,Dzyarzhynsk,region-center
3514,05-029-0007,Dzyarzhynsk,region-center
3515,05-029-0008,Dzyarzhynsk,region-center
3516,05-029-0009,Dzyarzhynsk,region-center
3517,05-029-0010,Dzyarzhynsk,region-center
3518,05-029-0011,Dzyarzhynsk,region-center
3519,05-029-0012,Волма,village
3520,05-029-0013,Дворище,village
3521,05-029-0014,Юцки,village
3522,05-029-0015,Hrychyna,village
3523,05-029-0016,Черниковщина,village
3524,05-029-0017,Charkasy,village
3525,05-029-0018,Viazań,village
3526,05-029-0019,Волковичи,village
3527,05-029-0020,Петковичи,village
3528,05-029-0021,Dzyarzhynsk,region-center
3529,05-029-0022,Большие Новосёлки,village
3530,05-029-0023,Великое Село,village
3531,05-029-0024,Гудели,village
3532,05-029-0025,Скирмантово,village
3533,05-029-0026,Fanipol,town
3534,05-029-0027,Fanipol,town
3535,05-029-0028,Fanipol,town
3536,05-029-0029,Fanipol,town
3537,05-029-0030,Fanipol,town
3538,05-029-0031,Fanipol,town
3539,05-029-0032,Мельковичи,village
3540,05-029-0033,Логовище,village
3541,05-029-0034,Энергетиков,village
3542,05-029-0035,Негорелое,village
3543,05-029-0036,Станьково,village
3544,05-029-0037,Заболотье,village
3545,05-029-0038,Узречье,village
3546,05-029-0039,Добринёво,village
3547,05-029-0040,Курганье,village
3548,05-029-0041,Томковичи,village
3549,05-029-0042,Боровое,village
3550,05-029-0043,Волка,village
3551,05-030-0001,Zhodzina,region-center
3552,05-030-0002,Zhodzina,region-center
3553,05-030-0003,Zhodzina,region-center
3554,05-030-0004,Zhodzina,region-center
3555,05-030-0005,Zhodzina,region-center
3556,05-030-0006,Zhodzina,region-center
3557,05-030-0007,Zhodzina,region-center
3558,05-030-0008,Zhodzina,region-center
3559,05-030-0009,Zhodzina,region-center
3560,05-030-0010,Zhodzina,region-center
3561,05-030-0011,Zhodzina,region-center
3562,05-030-0012,Zhodzina,region-center
3563,05-030-0013,Zhodzina,region-center
3564,05-030-0014,Zhodzina,region-center
3565,05-030-0015,Zhodzina,region-center
3566,05-030-0016,Zhodzina,region-center
3567,05-030-0017,Zhodzina,region-center
3568,05-030-0018,Zhodzina,region-center
3569,05-030-0019,Zhodzina,region-center
3570,05-030-0020,Zhodzina,region-center
3571,05-030-0021,Zhodzina,region-center
3572,05-030-0022,Zhodzina,region-center
3573,05-030-0023,Zhodzina,region-center
3574,05-030-0024,Zhodzina,region-center
3575,05-031-0001,Kletsk,region-center
3576,05-031-0002,Kletsk,region-center
3577,05-031-0003,Kletsk,region-center
3578,05-031-0004,Kletsk,region-center
3579,05-031-0005,Kletsk,region-center
3580,05-031-0006,Kletsk,region-center
3581,05-031-0007,Kletsk,region-center
3582,05-031-0008,Kletsk,region-center
3583,05-031-0009,Рассвет,village
3584,05-031-0010,Секеричи,village
3585,05-031-0011,Половковичи,village
3586,05-031-0012,Гурновщина,village
3587,05-031-0013,Красная Звезда,village
3588,05-031-0014,Yanovichi,village
3589,05-031-0015,Доморацкие,village
3590,05-031-0016,Грицевичи,village
3591,05-031-0017,Драбовщина,village
3592,05-031-0018,Заостровечье,village
3593,05-031-0019,Лазовичи,village
3594,05-031-0020,Морочь,village
3595,05-031-0021,Кухчицы,village
3596,05-031-0022,Туча,village
3597,05-031-0023,Golynka,village
3598,05-031-0024,Карацк,village
3599,05-031-0025,Синявка,village
3600,05-031-0026,Щепичи,village
3601,05-031-0027,Домоткановичи,village
3602,05-031-0028,Якшичи,village
3603,05-032-0001,Hrozawa,village
3604,05-032-0002,Конюхи,village
3605,05-032-0003,Камень,village
3606,05-032-0004,Комсомольская,village
3607,05-032-0005,Старица,village
3608,05-032-0006,Слобода-Кучинка,village
3609,05-032-0007,Песочное,village
3610,05-032-0008,Лесное,village
3611,05-032-0009,Baboŭnia,village
3612,05-032-0010,Потейки,village
3613,05-032-0011,Dušava,village
3614,05-032-0012,Дусаевщина,village
3615,05-032-0013,Мажа,village
3616,05-032-0014,Kapyĺ,region-center
3617,05-032-0015,Kapyĺ,region-center
3618,05-032-0016,Kapyĺ,region-center
3619,05-032-0017,Kapyĺ,region-center
3620,05-032-0018,Kapyĺ,region-center
3621,05-032-0019,Kapyĺ,region-center
3622,05-032-0020,Kapyĺ,region-center
3623,05-032-0021,Kapyĺ,region-center
3624,05-032-0022,Kapyĺ,region-center
3625,05-032-0023,Скабин,village
3626,05-032-0024,Новые Докторовичи,village
3627,05-032-0025,Ванелевичи,village
3628,05-032-0026,Bystryca,village
3629,05-032-0027,Лешня,village
3630,05-032-0028,Тимковичи,village
3631,05-032-0029,Тимковичи,village
3632,05-032-0030,Рудное,village
3633,05-032-0031,Братково,village
3634,05-032-0032,Новосёлки,village
3635,05-032-0033,Семежево,village
3636,05-032-0034,Жилихово,village
3637,05-032-0035,Бучатино,village
3638,05-032-0036,Смоличи,village
3639,05-033-0001,Bobr,village
3640,05-033-0002,Bobr,village
3641,05-033-0003,Замки,village
3642,05-033-0004,Игрушка,village
3643,05-033-0005,Каменка,village
3644,05-033-0006,Lianok,village
3645,05-033-0007,Haponavičy,village
3646,05-033-0008,Krupski,village
3647,05-033-0009,Худовцы,village
3648,05-033-0010,Обчуга,village
3649,05-033-0011,Прошика,village
3650,05-033-0012,Ухвала,village
3651,05-033-0013,Ухвала,village
3652,05-033-0014,Новые Денисовичи,village
3653,05-033-0015,Chalopieničy,village
3654,05-033-0016,Chalopieničy,village
3655,05-033-0017,Слобода,village
3656,05-033-0018,Докудово,village
3657,05-033-0019,Хотюхово,village
3658,05-033-0020,Nača,village
3659,05-033-0021,Krupki,region-center
3660,05-033-0022,Krupki,region-center
3661,05-033-0023,Krupki,region-center
3662,05-033-0024,Krupki,region-center
3663,05-033-0025,Krupki,region-center
3664,05-033-0026,Krupki,region-center
3665,05-033-0027,Krupki,region-center
3666,05-034-0001,Lahoysk,region-center
3667,05-034-0002,Lahoysk,region-center
3668,05-034-0003,Lahoysk,region-center
3669,05-034-0004,Lahoysk,region-center
3670,05-034-0005,Lahoysk,region-center
3671,05-034-0006,Lahoysk,region-center
3672,05-034-0007,Lahoysk,region-center
3673,05-034-0008,Lahoysk,region-center
3674,05-034-0009,Гостиловичи,village
3675,05-034-0010,Алекшицы,village
3676,05-034-0011,Семково,village
3677,05-034-0012,Гайна,village
3678,05-034-0013,Корень,village
3679,05-034-0014,Zarečča,village
3680,05-034-0015,Августово,village
3681,05-034-0016,Косино,village
3682,05-034-0017,Логоза,village
3683,05-034-0018,Острошицы,village
3684,05-034-0019,Чуденичи,village
3685,05-034-0020,Янушковичи,village
3686,05-034-0021,Калачи,village
3687,05-034-0022,Pleshchanitsy,town
3688,05-034-0023,Pleshchanitsy,town
3689,05-034-0024,Pleshchanitsy,town
3690,05-034-0025,Pleshchanitsy,town
3691,05-034-0026,Pleshchanitsy,town
3692,05-034-0027,Задорье,village
3693,05-034-0028,Засовье,village
3694,05-034-0029,Камено,village
3695,05-034-0030,Крайск,village
3696,05-034-0031,Завишино,village
3697,05-034-0032,Метличицы,village
3698,05-034-0033,Октябрь,village
3699,05-034-0034,Швабы,village
3700,05-035-0001,Lyuban,region-center
3701,05-035-0002,Lyuban,region-center
3702,05-035-0003,Lyuban,region-center
3703,05-035-0004,Lyuban,region-center
3704,05-035-0005,Lyuban,region-center
3705,05-035-0006,Urečča,village
3706,05-035-0007,Urečča,village
3707,05-035-0008,Доросино,village
3708,05-035-0009,Таль,village
3709,05-035-0010,Осовец,village
3710,05-035-0011,Пласток,village
3711,05-035-0012,Яминск,village
3712,05-035-0013,Сорочи,village
3713,05-035-0014,Редковичи,village
3714,05-035-0015,Старые Юрковичи,village
3715,05-035-0016,Шипиловичи,village
3716,05-035-0017,Сосны 2,village
3717,05-035-0018,Загалье,village
3718,05-035-0019,Малые Городятичи,village
3719,05-035-0020,Паличин,village
3720,05-035-0021,Коммуна,village
3721,05-035-0022,Кузьмичи,village
3722,05-035-0023,Сосны,village
3723,05-035-0024,Реченский сельский Совет,village
3724,05-035-0025,Обчин,village
3725,05-035-0026,Речень,village
3726,05-035-0027,Закальное,village
3727,05-035-0028,Отрадное,village
3728,05-035-0029,Заболоть,village
3729,05-035-0030,Смольгово,village
3730,05-035-0033,Порса,village
3731,05-036-0001,Maladzeĉna,region-center
3732,05-036-0002,Maladzeĉna,region-center
3733,05-036-0003,Maladzeĉna,region-center
3734,05-036-0004,Maladzeĉna,region-center
3735,05-036-0005,Maladzeĉna,region-center
3736,05-036-0006,Maladzeĉna,region-center
3737,05-036-0007,Maladzeĉna,region-center
3738,05-036-0008,Maladzeĉna,region-center
3739,05-036-0009,Maladzeĉna,region-center
3740,05-036-0010,Maladzeĉna,region-center
3741,05-036-0011,Maladzeĉna,region-center
3742,05-036-0012,Maladzeĉna,region-center
3743,05-036-0013,Maladzeĉna,region-center
3744,05-036-0014,Maladzeĉna,region-center
3745,05-036-0015,Maladzeĉna,region-center
3746,05-036-0016,Maladzeĉna,region-center
3747,05-036-0017,Maladzeĉna,region-center
3748,05-036-0018,Maladzeĉna,region-center
3749,05-036-0019,Maladzeĉna,region-center
3750,05-036-0020,Maladzeĉna,region-center
3751,05-036-0021,Maladzeĉna,region-center
3752,05-036-0022,Maladzeĉna,region-center
3753,05-036-0023,Maladzeĉna,region-center
3754,05-036-0024,Maladzeĉna,region-center
3755,05-036-0025,Maladzeĉna,region-center
3756,05-036-0026,Maladzeĉna,region-center
3757,05-036-0027,Maladzeĉna,region-center
3758,05-036-0028,Maladzeĉna,region-center
3759,05-036-0029,Maladzeĉna,region-center
3760,05-036-0030,Maladzeĉna,region-center
3761,05-036-0031,Maladzeĉna,region-center
3762,05-036-0032,Maladzeĉna,region-center
3763,05-036-0033,Maladzeĉna,region-center
3764,05-036-0034,Maladzeĉna,region-center
3765,05-036-0035,Maladzeĉna,region-center
3766,05-036-0036,Maladzeĉna,region-center
3767,05-036-0037,Maladzeĉna,region-center
3768,05-036-0038,Maladzeĉna,region-center
3769,05-036-0039,Березинское,village
3770,05-036-0040,Журевичи,village
3771,05-036-0041,Городок,village
3772,05-036-0042,Петровщина,village
3773,05-036-0043,Селевцы,village
3774,05-036-0044,Красное,village
3775,05-036-0045,Красное,village
3776,05-036-0046,Красное,village
3777,05-036-0047,Видевщина,village
3778,05-036-0048,Засковичи,village
3779,05-036-0049,Лебедево,village
3780,05-036-0050,Лебедево,village
3781,05-036-0051,Турец-Бояры,village
3782,05-036-0052,Пруды,village
3783,05-036-0053,Марково,village
3784,05-036-0054,Мясота,village
3785,05-036-0055,Выверы,village
3786,05-036-0056,Куты,village
3787,05-036-0057,Дуброво,village
3788,05-036-0058,Олехновичи,village
3789,05-036-0059,Полочаны,village
